연도,노선,동물종류,건수
2005,서해안선,고라니,3
2005,논산천안선/호남선,고라니,2
2005,통영대전선/중부선,고라니,5
2005,중부내륙선,고라니,3
2005,영동선,고라니,5
2005,중앙선,고라니,3
2005,중앙선,노루,1
2005,경부선,고라니,4
2005,경부선,노루,1
2005,남해선(순천부산),너구리,1
2005,대구포항선,고라니,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,중앙선,고라니,5
2005,중앙선,너구리,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,2
2005,울산선,오소리,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,4
2005,중앙선,고라니,5
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,경부선,고라니,1
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,3
2005,통영대전선/중부선,고라니,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,4
2005,중앙선,고라니,5
2005,중앙선,너구리,1
2005,경부선,고라니,5
2005,남해선(순천부산),너구리,1
2005,광주대구선,고라니,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,2
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,고라니,2
2005,통영대전선/중부선,너구리,1
2005,영동선,고라니,5
2005,중앙선,고라니,5
2005,경부선,고라니,1
2005,논산천안선/호남선,고라니,2
2005,통영대전선/중부선,고라니,4
2005,영동선,고라니,2
2005,중앙선,고라니,3
2005,경부선,고라니,1
2005,남해선(순천부산),고라니,1
2005,논산천안선/호남선,고라니,4
2005,통영대전선/중부선,고라니,2
2005,평택제천선,너구리,1
2005,중부내륙선,고라니,1
2005,중부내륙선,너구리,1
2005,영동선,고라니,1
2005,중앙선,고라니,5
2005,중앙선,너구리,1
2005,대전남부순환선,고라니,1
2005,경부선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,3
2005,영동선,고라니,2
2005,중앙선,고라니,4
2005,중앙선,멧토끼,2
2005,경부선,고라니,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,중앙선,고라니,8
2005,경부선,고라니,1
2005,남해선(순천부산),고라니,2
2005,남해선(순천부산),너구리,1
2005,광주대구선,고라니,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,고라니,3
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,중앙선,고라니,3
2005,중앙선,너구리,1
2005,광주대구선,고라니,1
2005,서해안선,고라니,1
2005,대구포항선,고라니,1
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,1
2005,중부내륙선,고라니,2
2005,영동선,고라니,2
2005,영동선,너구리,1
2005,중앙선,고라니,10
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,남해선(순천부산),고라니,2
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,대구포항선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,4
2005,중앙선,너구리,1
2005,중앙선,멧토끼,2
2005,경부선,고라니,1
2005,광주대구선,고라니,2
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,6
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,남해선(순천부산),고라니,3
2005,서해안선,고라니,2
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,4
2005,통영대전선/중부선,멧토끼,2
2005,중부내륙선,고라니,2
2005,영동선,고라니,1
2005,중앙선,고라니,3
2005,중앙선,멧토끼,1
2005,경부선,고라니,2
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,3
2005,중앙선,고라니,7
2005,남해선(순천부산),너구리,1
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,4
2005,영동선,너구리,1
2005,중앙선,고라니,8
2005,중앙선,노루,1
2005,중앙선,멧토끼,1
2005,동해선,고라니,1
2005,중부내륙선의 지선,고라니,1
2005,경부선,고라니,2
2005,통영대전선/중부선,고라니,5
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,중앙선,고라니,2
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,서해안선,멧토끼,1
2005,대구포항선,고라니,1
2005,논산천안선/호남선,고라니,2
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,2
2005,중앙선,고라니,3
2005,중앙선,너구리,1
2005,중부내륙선의 지선,고라니,1
2005,서해안선,고라니,1
2005,통영대전선/중부선,고라니,2
2005,영동선,고라니,2
2005,광주대구선,고라니,1
2005,서해안선,고라니,2
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,3
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,중앙선,고라니,7
2005,경부선,고라니,2
2005,남해선(순천부산),고라니,1
2005,광주대구선,고라니,2
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,3
2005,영동선,너구리,1
2005,영동선,멧토끼,1
2005,중앙선,고라니,5
2005,중앙선,너구리,1
2005,광주대구선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,2
2005,중앙선,고라니,6
2005,중부내륙선의 지선,고라니,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,중앙선,고라니,9
2005,중앙선,너구리,1
2005,남해선(순천부산),노루,1
2005,서해안선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,5
2005,중앙선,고라니,3
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,중앙선,고라니,5
2005,남해선(순천부산),노루,1
2005,광주대구선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,노루,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,2
2005,경부선,고라니,5
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,4
2005,영동선,고라니,2
2005,중앙선,고라니,4
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,2
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,2
2005,중앙선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,멧토끼,2
2005,영동선,고라니,1
2005,중앙선,고라니,4
2005,경부선,고라니,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,멧토끼,1
2005,중앙선,고라니,6
2005,경부선,고라니,1
2005,광주대구선,고라니,1
2005,서해안선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,서해안선,족제비,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,멧토끼,1
2005,중부내륙선,고라니,1
2005,중앙선,고라니,1
2005,광주대구선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,2
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,논산천안선/호남선,노루,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,울산선,고라니,1
2005,영동선,고라니,2
2005,중앙선,고라니,2
2005,서해안선,고라니,1
2005,중부내륙선,멧토끼,1
2005,영동선,너구리,1
2005,서해안선,너구리,1
2005,영동선,고라니,1
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,광주대구선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,경부선,고라니,2
2005,서해안선,너구리,2
2005,통영대전선/중부선,고라니,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,중앙선,고라니,3
2005,경부선,오소리,1
2005,논산천안선/호남선,사슴,1
2005,논산천안선/호남선,오소리,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,경부선,오소리,1
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,2
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,2
2005,중앙선,멧토끼,1
2005,통영대전선/중부선,고라니,1
2005,광주대구선,고라니,1
2005,광주대구선,너구리,1
2005,중부내륙선,오소리,1
2005,서해안선,너구리,1
2005,통영대전선/중부선,고라니,3
2005,영동선,고라니,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,2
2005,경부선,고라니,1
2005,남해선(순천부산),고라니,2
2005,서해안선,너구리,1
2005,통영대전선/중부선,너구리,2
2005,통영대전선/중부선,멧토끼,1
2005,영동선,고라니,1
2005,경부선,고라니,1
2005,광주대구선,너구리,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,너구리,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,서해안선,너구리,2
2005,논산천안선/호남선,오소리,1
2005,중앙선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,경부선,고라니,1
2005,광주대구선,고라니,1
2005,대구포항선,노루,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,1
2005,경부선,멧토끼,2
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,고라니,1
2005,통영대전선/중부선,고라니,2
2005,중앙선,고라니,1
2005,서해안선,고라니,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,2
2005,광주대구선,고라니,2
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,고라니,1
2005,중앙선,고라니,1
2005,광주대구선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,고라니,2
2005,중부내륙선,고라니,1
2005,중앙선,멧토끼,2
2005,경부선,고라니,1
2005,서해안선,고라니,1
2005,대구포항선,족제비,1
2005,통영대전선/중부선,고라니,3
2005,통영대전선/중부선,멧토끼,1
2005,중앙선,고라니,1
2005,경부선,너구리,1
2005,광주대구선,고라니,1
2005,광주대구선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,남해제1지선,멧토끼,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,중앙선,너구리,1
2005,광주대구선,멧토끼,1
2005,서해안선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,1
2005,중앙선,고라니,2
2005,중앙선,너구리,1
2005,경부선,고라니,2
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,멧토끼,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,1
2005,남해선(순천부산),고라니,1
2005,광주대구선,너구리,2
2005,광주대구선,멧토끼,1
2005,서해안선,고라니,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,고라니,1
2005,중부내륙선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,영동선,고라니,1
2005,중부내륙선,고라니,1
2005,광주대구선,노루,1
2005,서해안선,너구리,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,고라니,1
2005,중앙선,고라니,1
2005,영동선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,남해선(순천부산),멧토끼,1
2005,대구포항선,고라니,1
2005,대구포항선,너구리,1
2005,중앙선,족제비,1
2005,서해안선,족제비,1
2005,영동선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,오소리,1
2005,통영대전선/중부선,너구리,1
2005,영동선,고라니,1
2005,남해선(순천부산),너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,2
2005,서해안선,너구리,1
2005,대구포항선,고라니,2
2005,중앙선,고라니,1
2005,중앙선,너구리,1
2005,동해선,고라니,1
2005,남해선(순천부산),고라니,1
2005,서해안선,고라니,1
2005,서해안선,멧토끼,1
2005,서해안선,족제비,1
2005,논산천안선/호남선,족제비,1
2005,중앙선,고라니,1
2005,경부선,노루,1
2005,통영대전선/중부선,고라니,2
2005,중앙선,고라니,1
2005,중앙선,오소리,2
2005,광주대구선,너구리,1
2005,중앙선,고라니,1
2005,경부선,고라니,1
2005,통영대전선/중부선,멧토끼,1
2005,광주대구선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,중부내륙선,고라니,2
2005,중앙선,너구리,1
2005,광주대구선,삵,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,중부내륙선,고라니,1
2005,서해안선,오소리,1
2005,논산천안선/호남선,족제비,1
2005,중앙선,멧토끼,2
2005,광주대구선,족제비,1
2005,서해안선,고라니,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,중앙선,너구리,1
2005,광주대구선,너구리,1
2005,중앙선,고라니,1
2005,남해선(순천부산),너구리,1
2005,서해안선,멧토끼,1
2005,제2중부선,고라니,1
2005,중앙선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,족제비,1
2005,중앙선,멧토끼,1
2005,서해안선,오소리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,오소리,1
2005,광주대구선,너구리,2
2005,서해안선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,영동선,고라니,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,서해안선,오소리,1
2005,중앙선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,광주대구선,멧토끼,1
2005,서해안선,고라니,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,멧토끼,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,1
2005,통영대전선/중부선,고라니,2
2005,서해안선,너구리,2
2005,통영대전선/중부선,고라니,1
2005,남해선(순천부산),노루,1
2005,광주대구선,너구리,2
2005,광주대구선,멧토끼,1
2005,광주대구선,오소리,1
2005,서해안선,너구리,1
2005,서해안선,멧토끼,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,영동선,고라니,1
2005,남해선(순천부산),너구리,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,2
2005,중앙선,멧토끼,1
2005,중앙선,족제비,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,서해안선,너구리,3
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,광주대구선,족제비,1
2005,서해안선,너구리,1
2005,중앙선,고라니,1
2005,중앙선,삵,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,고라니,1
2005,중부내륙선,너구리,1
2005,중앙선,너구리,2
2005,중앙선,멧토끼,1
2005,광주대구선,너구리,2
2005,중앙선,고라니,2
2005,서해안선,너구리,2
2005,논산천안선/호남선,너구리,1
2005,중앙선,고라니,1
2005,논산천안선/호남선,족제비,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,영동선,고라니,1
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,광주대구선,너구리,2
2005,중부내륙선,너구리,2
2005,영동선,고라니,1
2005,중앙선,멧토끼,3
2005,광주대구선,너구리,1
2005,광주대구선,오소리,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,너구리,1
2005,광주대구선,너구리,2
2005,서해안선,너구리,4
2005,서해안선,멧토끼,1
2005,서해안선,오소리,1
2005,통영대전선/중부선,너구리,1
2005,서해안선,너구리,2
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,노루,1
2005,영동선,너구리,1
2005,중앙선,고라니,1
2005,서해안선,너구리,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,멧토끼,1
2005,영동선,고라니,1
2005,중앙선,고라니,1
2005,중앙선,너구리,2
2005,남해선(순천부산),멧토끼,1
2005,제2중부선,고라니,1
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,중앙선,오소리,1
2005,경부선,너구리,1
2005,경부선,노루,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,너구리,2
2005,논산천안선/호남선,고라니,1
2005,영동선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,2
2005,남해선(순천부산),너구리,1
2005,광주대구선,너구리,2
2005,서해안선,고라니,1
2005,서해안선,오소리,1
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,1
2005,중앙선,고라니,1
2005,중앙선,너구리,1
2005,경부선,멧토끼,1
2005,남해선(순천부산),너구리,1
2005,광주대구선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,오소리,2
2005,통영대전선/중부선,고라니,1
2005,중앙선,너구리,1
2005,대전남부순환선,오소리,1
2005,광주대구선,너구리,3
2005,울산선,너구리,1
2005,논산천안선/호남선,너구리,3
2005,경부선,고라니,1
2005,서해안선,너구리,1
2005,서해안선,오소리,1
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,고라니,2
2005,중부내륙선,너구리,1
2005,영동선,너구리,1
2005,중앙선,너구리,2
2005,중앙선,족제비,1
2005,대전남부순환선,너구리,1
2005,남해선(순천부산),노루,1
2005,서해안선,고라니,1
2005,대구포항선,고라니,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,2
2005,논산천안선/호남선,족제비,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,멧토끼,1
2005,광주대구선,너구리,1
2005,논산천안선/호남선,너구리,3
2005,통영대전선/중부선,고라니,3
2005,대전남부순환선,고라니,1
2005,남해선(순천부산),너구리,1
2005,통영대전선/중부선,고라니,1
2005,중앙선,고라니,1
2005,광주대구선,너구리,1
2005,서해안선,너구리,2
2005,통영대전선/중부선,너구리,1
2005,영동선,고라니,1
2005,남해선(순천부산),너구리,2
2005,광주대구선,너구리,2
2005,서해안선,너구리,2
2005,대구포항선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,영동선,고라니,2
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,서해안선,고라니,3
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,2
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,너구리,1
2005,중부내륙선,족제비,1
2005,영동선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,광주대구선,너구리,3
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,평택제천선,고라니,1
2005,중앙선,고라니,1
2005,중앙선,너구리,2
2005,중앙선,멧토끼,1
2005,경부선,고라니,1
2005,남해선(순천부산),너구리,1
2005,광주대구선,너구리,1
2005,서해안선,너구리,3
2005,대구포항선,고라니,2
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,3
2005,논산천안선/호남선,노루,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,영동선,너구리,3
2005,영동선,삵,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,중부내륙선,너구리,1
2005,영동선,고라니,1
2005,중앙선,너구리,1
2005,경부선,너구리,3
2005,경부선,노루,1
2005,남해선(순천부산),족제비,1
2005,광주대구선,너구리,2
2005,서해안선,고라니,2
2005,서해안선,너구리,1
2005,논산천안선/호남선,너구리,1
2005,영동선,너구리,1
2005,영동선,멧토끼,1
2005,영동선,삵,2
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,중부내륙선의 지선,고라니,1
2005,광주대구선,너구리,3
2005,서해안선,고라니,1
2005,영동선,고라니,2
2005,영동선,너구리,1
2005,중부내륙선의 지선,고라니,1
2005,광주대구선,너구리,3
2005,서해안선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,멧토끼,1
2005,영동선,고라니,1
2005,중앙선,너구리,2
2005,경부선,고라니,1
2005,광주대구선,고라니,1
2005,광주대구선,너구리,1
2005,서해안선,오소리,2
2005,논산천안선/호남선,고라니,6
2005,중앙선,고라니,1
2005,경부선,고라니,2
2005,광주대구선,고라니,1
2005,광주대구선,너구리,4
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,서해안선,오소리,1
2005,울산선,고라니,1
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,2
2005,통영대전선/중부선,고라니,3
2005,통영대전선/중부선,오소리,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,영동선,너구리,1
2005,중앙선,고라니,2
2005,중앙선,너구리,3
2005,중앙선,멧토끼,1
2005,동해선,삵,1
2005,경부선,고라니,1
2005,경부선,노루,1
2005,광주대구선,멧토끼,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,4
2005,중부내륙선,고라니,1
2005,중부내륙선,너구리,1
2005,영동선,너구리,1
2005,중앙선,고라니,1
2005,중앙선,너구리,1
2005,경부선,고라니,1
2005,경부선,너구리,1
2005,경부선,노루,1
2005,광주대구선,고라니,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,2
2005,서해안선,너구리,1
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,너구리,6
2005,통영대전선/중부선,고라니,3
2005,통영대전선/중부선,너구리,2
2005,중부내륙선,고라니,1
2005,영동선,고라니,2
2005,영동선,멧토끼,1
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,대전남부순환선,고라니,1
2005,경부선,고라니,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,2
2005,서해안선,너구리,3
2005,서해안선,오소리,1
2005,울산선,너구리,1
2005,논산천안선/호남선,너구리,3
2005,중부내륙선,고라니,1
2005,영동선,고라니,2
2005,중앙선,고라니,2
2005,중앙선,멧토끼,1
2005,광주대구선,너구리,2
2005,서해안선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,노루,2
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,통영대전선/중부선,노루,1
2005,중부내륙선,고라니,1
2005,중앙선,너구리,1
2005,중앙선,멧토끼,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,1
2005,중앙선,너구리,2
2005,경부선,고라니,1
2005,광주대구선,고라니,2
2005,서해안선,고라니,2
2005,서해안선,오소리,1
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,너구리,2
2005,영동선,고라니,1
2005,중앙선,고라니,1
2005,중앙선,너구리,2
2005,중앙선,멧토끼,1
2005,경부선,고라니,3
2005,경부선,너구리,2
2005,광주대구선,너구리,1
2005,광주대구선,멧토끼,1
2005,서해안선,고라니,2
2005,서해안선,너구리,3
2005,통영대전선/중부선,고라니,3
2005,통영대전선/중부선,오소리,1
2005,중부내륙선,고라니,1
2005,영동선,고라니,1
2005,영동선,너구리,1
2005,경부선,너구리,1
2005,서해안선,고라니,3
2005,서해안선,오소리,1
2005,논산천안선/호남선,고라니,1
2005,통영대전선/중부선,고라니,1
2005,영동선,너구리,2
2005,중앙선,삵,1
2005,경부선,너구리,1
2005,광주대구선,너구리,1
2005,서해안선,고라니,2
2005,서해안선,멧토끼,2
2005,서해안선,족제비,1
2005,논산천안선/호남선,고라니,2
2005,통영대전선/중부선,고라니,2
2005,통영대전선/중부선,너구리,2
2005,중부내륙선,고라니,2
2005,중부내륙선,너구리,1
2005,영동선,너구리,1
2005,중앙선,고라니,2
2005,경부선,고라니,1
2005,광주대구선,고라니,1
2005,서해안선,고라니,1
2005,서해안선,너구리,1
2005,대구포항선,너구리,1
2005,논산천안선/호남선,고라니,2
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,2
2005,통영대전선/중부선,오소리,1
2005,영동선,고라니,3
2005,중앙선,고라니,1
2005,중앙선,멧토끼,1
2005,경부선,고라니,1
2005,서해안선,고라니,2
2005,서해안선,너구리,1
2005,논산천안선/호남선,고라니,2
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,1
2005,중앙선,멧토끼,1
2005,동해선,고라니,1
2005,중부내륙선의 지선,고라니,1
2005,서해안선,고라니,2
2005,서해안선,너구리,3
2005,논산천안선/호남선,고라니,3
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,1
2005,중부내륙선,고라니,2
2005,중부내륙선,멧토끼,1
2005,중앙선,너구리,1
2005,중앙선,오소리,1
2005,경부선,고라니,2
2005,광주대구선,오소리,1
2005,서해안선,고라니,2
2005,서해안선,너구리,2
2005,서해안선,멧토끼,2
2005,대구포항선,오소리,1
2005,논산천안선/호남선,고라니,2
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,멧토끼,1
2005,통영대전선/중부선,고라니,4
2005,통영대전선/중부선,너구리,2
2005,중부내륙선,너구리,1
2005,경부선,너구리,1
2005,남해선(순천부산),너구리,1
2005,남해선(순천부산),노루,1
2005,광주대구선,너구리,3
2005,서해안선,고라니,3
2005,서해안선,너구리,4
2005,논산천안선/호남선,고라니,1
2005,논산천안선/호남선,너구리,1
2005,논산천안선/호남선,노루,1
2005,통영대전선/중부선,고라니,3
2005,통영대전선/중부선,너구리,1
2005,중부내륙선,고라니,1
2005,중앙선,고라니,3
2005,중앙선,족제비,1
2005,남해선(순천부산),오소리,1
2005,광주대구선,고라니,1
2005,광주대구선,너구리,3
2005,서해안선,고라니,3
2005,서해안선,너구리,2
2005,서해안선,멧토끼,1
2005,논산천안선/호남선,너구리,1
2005,통영대전선/중부선,고라니,3
2005,중앙선,고라니,3
2005,동해선,고라니,1
