연도,노선,동물종류,건수
2009,청주상주선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,통영대전선/중부선,너구리,1
2009,영동선,고라니,1
2009,광주대구선,고라니,1
2009,영동선,너구리,1
2009,경부선,고라니,1
2009,남해선(순천부산),고라니,1
2009,서해안선,고라니,1
2009,익산장수선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,중부내륙선,고라니,1
2009,중앙선,고라니,1
2009,통영대전선/중부선,고라니,3
2009,통영대전선/중부선,너구리,1
2009,영동선,고라니,2
2009,당진대전선,멧토끼,1
2009,논산천안선/호남선,고라니,1
2009,통영대전선/중부선,고라니,4
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,논산천안선/호남선,너구리,2
2009,영동선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,통영대전선/중부선,멧토끼,1
2009,중앙선,멧토끼,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,당진대전선,멧토끼,1
2009,당진대전선,족제비,1
2009,통영대전선/중부선,고라니,2
2009,중앙선,고라니,2
2009,호남선의 지선,고라니,2
2009,광주대구선,너구리,1
2009,청주상주선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,너구리,1
2009,중앙선,고라니,1
2009,호남선의 지선,고라니,1
2009,경부선,고라니,1
2009,남해선(순천부산),고라니,1
2009,광주대구선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,광주대구선,삵,1
2009,서해안선,너구리,1
2009,당진대전선,족제비,1
2009,서울외곽순환선,너구리,1
2009,논산천안선/호남선,너구리,1
2009,서천공주선,고라니,2
2009,영동선,너구리,1
2009,경부선,고라니,2
2009,광주대구선,멧토끼,1
2009,논산천안선/호남선,고라니,1
2009,당진대전선,족제비,1
2009,청주상주선,고라니,1
2009,제2중부선,멧토끼,1
2009,영동선,고라니,2
2009,당진대전선,너구리,1
2009,당진대전선,족제비,1
2009,영동선,고라니,1
2009,고창담양선,족제비,1
2009,대전남부순환선,고라니,1
2009,남해선(순천부산),고라니,1
2009,당진대전선,너구리,2
2009,통영대전선/중부선,오소리,1
2009,제2중부선,고라니,1
2009,영동선,고라니,1
2009,서해안선,고라니,1
2009,당진대전선,고라니,1
2009,중앙선,고라니,1
2009,중앙선,너구리,1
2009,서해안선,고라니,1
2009,영동선,고라니,1
2009,중앙선,멧토끼,2
2009,당진대전선,고라니,1
2009,영동선,고라니,2
2009,동해선,고라니,2
2009,당진대전선,너구리,3
2009,통영대전선/중부선,고라니,1
2009,제2중부선,고라니,1
2009,중앙선,고라니,1
2009,서해안선,고라니,1
2009,중앙선,고라니,1
2009,대전남부순환선,고라니,1
2009,익산장수선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,2
2009,고창담양선,너구리,1
2009,경부선,너구리,1
2009,당진대전선,멧토끼,1
2009,통영대전선/중부선,고라니,1
2009,광주대구선,너구리,1
2009,서해안선,고라니,1
2009,논산천안선/호남선,족제비,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,동해선,너구리,1
2009,당진대전선,너구리,1
2009,제2중부선,고라니,1
2009,영동선,고라니,2
2009,논산천안선/호남선,고라니,1
2009,당진대전선,고라니,1
2009,당진대전선,멧토끼,1
2009,당진대전선,족제비,1
2009,통영대전선/중부선,고라니,1
2009,익산장수선,고라니,1
2009,통영대전선/중부선,오소리,1
2009,영동선,너구리,1
2009,중앙선,고라니,1
2009,경부선,고라니,1
2009,무안광주선,너구리,1
2009,통영대전선/중부선,고라니,4
2009,제2중부선,멧토끼,1
2009,중부내륙선,고라니,1
2009,중앙선,고라니,2
2009,중앙선,너구리,1
2009,당진대전선,너구리,1
2009,중부내륙선,고라니,1
2009,동해선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,광주대구선,너구리,1
2009,당진대전선,고라니,1
2009,당진대전선,멧토끼,1
2009,통영대전선/중부선,고라니,1
2009,경부선,고라니,1
2009,통영대전선/중부선,너구리,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,오소리,1
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,대전남부순환선,고라니,1
2009,당진대전선,고라니,1
2009,당진대전선,너구리,1
2009,중앙선,고라니,1
2009,서천공주선,고라니,1
2009,남해선(순천부산),족제비,1
2009,통영대전선/중부선,너구리,1
2009,통영대전선/중부선,오소리,1
2009,영동선,너구리,1
2009,서천공주선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,영동선,고라니,2
2009,중앙선,멧토끼,1
2009,경부선,고라니,1
2009,광주대구선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,너구리,1
2009,경부선,고라니,1
2009,광주대구선,족제비,1
2009,제2중부선,고라니,1
2009,중앙선,고라니,1
2009,광주대구선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,경부선,고라니,1
2009,익산장수선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,너구리,1
2009,중앙선,너구리,1
2009,남해선(순천부산),고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,너구리,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,중앙선,너구리,1
2009,영동선,너구리,1
2009,논산천안선/호남선,너구리,1
2009,동해선,오소리,1
2009,논산천안선/호남선,너구리,1
2009,논산천안선/호남선,족제비,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,너구리,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,1
2009,광주대구선,너구리,1
2009,중앙선,멧토끼,1
2009,고창담양선,너구리,1
2009,남해선(순천부산),고라니,1
2009,서해안선,고라니,1
2009,서해안선,너구리,1
2009,당진대전선,고라니,1
2009,당진대전선,삵,1
2009,통영대전선/중부선,고라니,1
2009,서울외곽순환선,고라니,1
2009,경부선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,너구리,1
2009,중앙선,너구리,1
2009,제2경인선,족제비,1
2009,논산천안선/호남선,너구리,1
2009,익산장수선,오소리,1
2009,당진대전선,너구리,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,제2중부선,고라니,1
2009,중부내륙선,고라니,2
2009,고창담양선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,멧토끼,1
2009,평택제천선,고라니,1
2009,중앙선,고라니,2
2009,중앙선,멧토끼,1
2009,울산선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,중앙선,너구리,1
2009,광주대구선,너구리,1
2009,서해안선,고라니,2
2009,당진대전선,너구리,1
2009,중부내륙선,고라니,1
2009,광주대구선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,제2중부선,고라니,1
2009,평택제천선,고라니,1
2009,영동선,고라니,1
2009,서해안선,고라니,1
2009,서해안선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,호남선의 지선,너구리,1
2009,서해안선,너구리,1
2009,서해안선,너구리,2
2009,논산천안선/호남선,너구리,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,중앙선,고라니,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,중앙선,고라니,2
2009,경부선,고라니,1
2009,서해안선,너구리,1
2009,통영대전선/중부선,너구리,2
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,통영대전선/중부선,너구리,1
2009,남해선(순천부산),너구리,1
2009,서해안선,너구리,2
2009,익산장수선,고라니,1
2009,익산장수선,너구리,1
2009,평택제천선,고라니,1
2009,평택제천선,너구리,1
2009,호남선의 지선,너구리,1
2009,대전남부순환선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,중부내륙선,너구리,1
2009,영동선,너구리,1
2009,동해선,고라니,1
2009,서해안선,너구리,1
2009,울산선,고라니,1
2009,익산장수선,고라니,1
2009,당진대전선,고라니,1
2009,중앙선,고라니,1
2009,경부선,고라니,1
2009,남해선(순천부산),너구리,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,호남선의 지선,멧토끼,1
2009,경부선,고라니,1
2009,광주대구선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,2
2009,중앙선,너구리,1
2009,남해선(순천부산),삵,1
2009,당진대전선,고라니,2
2009,당진대전선,너구리,1
2009,당진대전선,족제비,1
2009,경부선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,고라니,1
2009,당진대전선,너구리,1
2009,중앙선,고라니,1
2009,호남선의 지선,고라니,1
2009,경부선,고라니,1
2009,광주대구선,고라니,1
2009,광주대구선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,서천공주선,고라니,1
2009,서해안선,고라니,2
2009,서해안선,너구리,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,4
2009,통영대전선/중부선,너구리,1
2009,평택제천선,고라니,1
2009,영동선,고라니,1
2009,서천공주선,고라니,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,영동선,고라니,1
2009,경부선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,고라니,1
2009,평택제천선,고라니,1
2009,영동선,고라니,1
2009,중앙선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,중앙선,멧토끼,1
2009,광주대구선,고라니,1
2009,당진대전선,삵,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,고라니,1
2009,중앙선,멧토끼,1
2009,동해선,고라니,1
2009,서천공주선,고라니,1
2009,경부선,고라니,1
2009,당진대전선,멧토끼,1
2009,평택제천선,고라니,1
2009,중앙선,고라니,2
2009,고창담양선,고라니,1
2009,광주대구선,너구리,1
2009,익산장수선,너구리,1
2009,평택제천선,너구리,1
2009,영동선,고라니,2
2009,서천공주선,고라니,1
2009,호남선의 지선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,논산천안선/호남선,너구리,2
2009,당진대전선,고라니,1
2009,당진대전선,너구리,2
2009,통영대전선/중부선,너구리,1
2009,영동선,너구리,1
2009,중앙선,고라니,1
2009,중앙선,너구리,1
2009,동해선,고라니,1
2009,호남선의 지선,고라니,1
2009,경부선,너구리,1
2009,서해안선,고라니,1
2009,익산장수선,고라니,1
2009,통영대전선/중부선,고라니,4
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,서해안선,고라니,2
2009,논산천안선/호남선,고라니,1
2009,호남선의 지선,고라니,1
2009,서해안선,고라니,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,4
2009,통영대전선/중부선,너구리,1
2009,제2중부선,고라니,2
2009,영동선,고라니,2
2009,중앙선,고라니,1
2009,청주상주선,고라니,1
2009,당진대전선,삵,1
2009,통영대전선/중부선,너구리,1
2009,영동선,고라니,1
2009,영동선,너구리,1
2009,호남선의 지선,고라니,1
2009,경부선,고라니,1
2009,익산장수선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,영동선,너구리,1
2009,중앙선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,제2중부선,오소리,1
2009,중앙선,너구리,2
2009,서해안선,고라니,2
2009,익산장수선,고라니,1
2009,논산천안선/호남선,너구리,2
2009,영동선,고라니,2
2009,중앙선,고라니,1
2009,서천공주선,고라니,1
2009,호남선의 지선,고라니,1
2009,광주대구선,멧토끼,1
2009,익산장수선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,너구리,2
2009,평택제천선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,동해선,고라니,1
2009,광주대구선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,중앙선,고라니,1
2009,중앙선,삵,1
2009,서해안선,너구리,1
2009,논산천안선/호남선,오소리,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,삵,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,동해선,고라니,1
2009,고창담양선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,논산천안선/호남선,족제비,1
2009,청주상주선,고라니,1
2009,통영대전선/중부선,너구리,2
2009,영동선,고라니,2
2009,호남선의 지선,고라니,2
2009,익산장수선,고라니,1
2009,익산장수선,멧토끼,1
2009,제2중부선,고라니,2
2009,제2중부선,너구리,2
2009,제2중부선,족제비,1
2009,영동선,고라니,1
2009,서해안선,고라니,1
2009,서해안선,오소리,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,너구리,1
2009,제2중부선,고라니,1
2009,중앙선,고라니,1
2009,호남선의 지선,고라니,1
2009,경부선,고라니,1
2009,광주대구선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,3
2009,영동선,고라니,1
2009,영동선,너구리,1
2009,중앙선,고라니,1
2009,호남선의 지선,고라니,1
2009,호남선의 지선,너구리,1
2009,서해안선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,고라니,1
2009,제2중부선,고라니,1
2009,중앙선,너구리,1
2009,경부선,고라니,1
2009,남해선(순천부산),고라니,1
2009,당진대전선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,2
2009,영동선,너구리,1
2009,호남선의 지선,고라니,1
2009,대전남부순환선,고라니,1
2009,남해선(순천부산),오소리,1
2009,당진대전선,고라니,1
2009,대전남부순환선,고라니,1
2009,익산장수선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,통영대전선/중부선,멧토끼,1
2009,통영대전선/중부선,오소리,1
2009,통영대전선/중부선,고라니,2
2009,중부내륙선,고라니,1
2009,중앙선,고라니,1
2009,동해선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,동해선,멧토끼,1
2009,익산장수선,너구리,1
2009,당진대전선,고라니,2
2009,중앙선,고라니,2
2009,남해제1지선,고라니,1
2009,서천공주선,고라니,1
2009,고창담양선,멧토끼,1
2009,서해안선,고라니,2
2009,통영대전선/중부선,너구리,1
2009,중부내륙선,고라니,1
2009,영동선,고라니,3
2009,중앙선,고라니,2
2009,중앙선,너구리,1
2009,광주대구선,너구리,1
2009,서해안선,고라니,1
2009,중앙선,고라니,1
2009,익산장수선,고라니,1
2009,당진대전선,너구리,1
2009,평택제천선,고라니,1
2009,중앙선,고라니,2
2009,서울양양선,고라니,1
2009,광주대구선,멧토끼,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,제2중부선,고라니,1
2009,경부선,고라니,1
2009,남해선(순천부산),고라니,1
2009,서해안선,고라니,1
2009,청주상주선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,동해선,고라니,1
2009,동해선,너구리,1
2009,서천공주선,고라니,1
2009,호남선의 지선,너구리,1
2009,남해선(순천부산),고라니,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,동해선,고라니,1
2009,동해선,멧토끼,1
2009,서천공주선,고라니,1
2009,호남선의 지선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,제2중부선,멧토끼,1
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,논산천안선/호남선,고라니,2
2009,논산천안선/호남선,너구리,1
2009,통영대전선/중부선,고라니,3
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,경부선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,제2중부선,고라니,1
2009,논산천안선/호남선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,호남선의 지선,고라니,1
2009,동해선,고라니,1
2009,당진대전선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,동해선,고라니,2
2009,남해선(순천부산),고라니,1
2009,서해안선,너구리,1
2009,청주상주선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,동해선,너구리,1
2009,동해선,멧토끼,1
2009,서해안선,고라니,1
2009,청주상주선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,논산천안선/호남선,너구리,1
2009,경부선,고라니,1
2009,서해안선,고라니,1
2009,서해안선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,중앙선,고라니,4
2009,중앙선,너구리,1
2009,대전남부순환선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,당진대전선,너구리,1
2009,중부내륙선,고라니,1
2009,중앙선,고라니,1
2009,제2중부선,고라니,1
2009,제2중부선,너구리,1
2009,평택제천선,고라니,2
2009,중앙선,고라니,1
2009,동해선,고라니,1
2009,당진대전선,고라니,1
2009,영동선,너구리,1
2009,평택제천선,고라니,1
2009,서해안선,너구리,1
2009,통영대전선/중부선,고라니,2
2009,논산천안선/호남선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,남해선(순천부산),너구리,1
2009,남해선(순천부산),고라니,1
2009,서해안선,너구리,1
2009,영동선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,광주대구선,고라니,1
2009,서해안선,고라니,1
2009,호남선의 지선,고라니,1
2009,당진대전선,고라니,1
2009,제2중부선,고라니,1
2009,중부내륙선,고라니,1
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,동해선,너구리,1
2009,호남선의 지선,고라니,1
2009,영동선,고라니,2
2009,중앙선,너구리,1
2009,호남선의 지선,고라니,1
2009,서해안선,고라니,2
2009,당진대전선,고라니,1
2009,당진대전선,삵,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,경부선,고라니,1
2009,통영대전선/중부선,고라니,2
2009,영동선,고라니,1
2009,영동선,너구리,1
2009,중앙선,고라니,2
2009,청주상주선,너구리,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,고라니,1
2009,평택제천선,너구리,1
2009,중앙선,너구리,1
2009,논산천안선/호남선,고라니,1
2009,평택제천선,고라니,3
2009,영동선,고라니,1
2009,영동선,너구리,1
2009,중앙선,고라니,2
2009,서천공주선,고라니,1
2009,호남선의 지선,고라니,2
2009,서해안선,너구리,1
2009,논산천안선/호남선,너구리,1
2009,당진대전선,고라니,1
2009,중앙선,족제비,1
2009,영동선,고라니,2
2009,통영대전선/중부선,고라니,1
2009,평택제천선,너구리,1
2009,중앙선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,중부내륙선,고라니,1
2009,남해선(순천부산),고라니,1
2009,영동선,고라니,2
2009,중앙선,고라니,1
2009,광주대구선,너구리,1
2009,영동선,고라니,1
2009,남해선(순천부산),고라니,1
2009,통영대전선/중부선,고라니,1
2009,평택제천선,고라니,1
2009,영동선,고라니,3
2009,호남선의 지선,고라니,1
2009,서해안선,고라니,1
2009,영동선,고라니,1
2009,동해선,고라니,1
2009,서천공주선,고라니,1
2009,호남선의 지선,고라니,1
2009,경부선,고라니,1
2009,서해안선,고라니,1
2009,울산선,고라니,1
2009,당진대전선,고라니,1
2009,서천공주선,고라니,2
2009,경부선,고라니,1
2009,서해안선,고라니,1
2009,울산선,고라니,1
2009,익산장수선,고라니,1
2009,청주상주선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,고창담양선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,2
2009,서천공주선,고라니,1
2009,서해안선,고라니,2
2009,청주상주선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,서해안선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중부내륙선,고라니,1
2009,익산장수선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,서울양양선,고라니,1
2009,동해선,고라니,2
2009,호남선의 지선,고라니,2
2009,남해선(순천부산),너구리,1
2009,서해안선,고라니,2
2009,청주상주선,고라니,1
2009,영동선,고라니,1
2009,중앙선,고라니,1
2009,당진대전선,고라니,1
2009,통영대전선/중부선,고라니,1
2009,중앙선,고라니,1
2010,평택제천선,고라니,1
2010,중앙선,고라니,1
2010,대전남부순환선,고라니,1
2010,남해선(순천부산),고라니,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,2
2010,통영대전선/중부선,너구리,1
2010,중부내륙선,고라니,1
2010,중앙선,고라니,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,제2중부선,고라니,1
2010,동해선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,제2중부선,고라니,1
2010,중앙선,고라니,1
2010,경부선,고라니,1
2010,서해안선,고라니,1
2010,중앙선,고라니,1
2010,당진대전선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중부내륙선,고라니,1
2010,중부내륙선의 지선,고라니,1
2010,당진대전선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중부내륙선,멧토끼,1
2010,중앙선,고라니,1
2010,당진대전선,고라니,1
2010,중앙선,고라니,1
2010,당진대전선,고라니,1
2010,중앙선,고라니,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,2
2010,영동선,고라니,1
2010,서천공주선,고라니,2
2010,대전남부순환선,고라니,1
2010,논산천안선/호남선,고라니,1
2010,논산천안선/호남선,멧토끼,1
2010,당진대전선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,동해선,너구리,1
2010,통영대전선/중부선,고라니,2
2010,서해안선,고라니,1
2010,중부내륙선,고라니,2
2010,중앙선,고라니,3
2010,경부선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중앙선,너구리,1
2010,중부내륙선의 지선,고라니,1
2010,남해선(순천부산),고라니,1
2010,익산장수선,고라니,1
2010,서해안선,고라니,1
2010,제2중부선,고라니,1
2010,중앙선,고라니,2
2010,동해선,고라니,2
2010,통영대전선/중부선,고라니,1
2010,영동선,고라니,2
2010,중앙선,고라니,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중부내륙선의 지선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,제2중부선,고라니,1
2010,통영대전선/중부선,너구리,1
2010,중앙선,고라니,1
2010,광주대구선,고라니,1
2010,서천공주선,고라니,1
2010,영동선,너구리,1
2010,광주대구선,너구리,1
2010,서해안선,너구리,1
2010,제2중부선,고라니,1
2010,경부선,고라니,1
2010,경부선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,통영대전선/중부선,너구리,1
2010,중앙선,고라니,1
2010,대전남부순환선,너구리,1
2010,중앙선,멧토끼,1
2010,통영대전선/중부선,고라니,2
2010,서해안선,너구리,1
2010,광주대구선,고라니,1
2010,중앙선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중앙선,너구리,1
2010,광주대구선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,경부선,고라니,1
2010,서해안선,너구리,1
2010,통영대전선/중부선,너구리,1
2010,남해선(순천부산),삵,1
2010,서해안선,너구리,1
2010,당진대전선,고라니,1
2010,동해선,고라니,1
2010,서천공주선,고라니,1
2010,호남선의 지선,멧토끼,2
2010,통영대전선/중부선,고라니,1
2010,통영대전선/중부선,족제비,1
2010,경부선,너구리,1
2010,논산천안선/호남선,고라니,1
2010,논산천안선/호남선,너구리,1
2010,통영대전선/중부선,너구리,1
2010,대구포항선,너구리,1
2010,동해선,고라니,1
2010,서해안선,너구리,1
2010,서해안선,너구리,2
2010,논산천안선/호남선,너구리,1
2010,통영대전선/중부선,고라니,2
2010,평택제천선,너구리,1
2010,중앙선,너구리,1
2010,영동선,멧토끼,1
2010,중앙선,멧토끼,1
2010,서해안선,고라니,1
2010,영동선,고라니,1
2010,중앙선,고라니,1
2010,청주상주선,오소리,1
2010,광주대구선,족제비,1
2010,논산천안선/호남선,고라니,1
2010,중앙선,족제비,1
2010,중앙선,너구리,1
2010,광주대구선,족제비,1
2010,논산천안선/호남선,너구리,1
2010,영동선,고라니,1
2010,중앙선,너구리,1
2010,동해선,고라니,1
2010,중앙선,너구리,1
2010,무안광주선,너구리,1
2010,익산장수선,삵,1
2010,남해선(순천부산),멧토끼,1
2010,서해안선,너구리,1
2010,청주상주선,고라니,1
2010,청주상주선,너구리,1
2010,청주상주선,멧토끼,1
2010,당진대전선,삵,1
2010,영동선,고라니,1
2010,동해선,고라니,1
2010,남해선(순천부산),너구리,1
2010,영동선,멧토끼,1
2010,광주대구선,고라니,1
2010,서해안선,고라니,1
2010,서해안선,너구리,1
2010,당진대전선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,영동선,고라니,1
2010,경부선,사슴,1
2010,영동선,멧토끼,1
2010,통영대전선/중부선,고라니,1
2010,논산천안선/호남선,너구리,1
2010,서해안선,너구리,1
2010,제2중부선,고라니,1
2010,중앙선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,중부내륙선,고라니,1
2010,동해선,고라니,1
2010,논산천안선/호남선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,익산장수선,너구리,1
2010,동해선,멧토끼,1
2010,고창담양선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,중앙선,고라니,2
2010,중앙선,멧토끼,1
2010,통영대전선/중부선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,영동선,고라니,1
2010,서천공주선,고라니,1
2010,서해안선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,서해안선,고라니,1
2010,울산선,고라니,1
2010,중부내륙선,너구리,1
2010,동해선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,평택제천선,너구리,1
2010,서해안선,고라니,1
2010,당진대전선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,동해선,고라니,1
2010,서천공주선,고라니,1
2010,경부선,고라니,1
2010,남해선(순천부산),삵,1
2010,서해안선,고라니,1
2010,통영대전선/중부선,고라니,2
2010,중부내륙선,고라니,1
2010,익산장수선,고라니,1
2010,당진대전선,고라니,1
2010,중부내륙선,고라니,1
2010,서천공주선,고라니,1
2010,서해안선,너구리,1
2010,영동선,고라니,1
2010,서울양양선,고라니,1
2010,동해선,고라니,1
2010,중앙선,고라니,2
2010,서해안선,고라니,1
2010,중부내륙선,고라니,1
2010,서해안선,고라니,1
2010,동해선,멧토끼,1
2010,서해안선,고라니,1
2010,당진대전선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,중앙선,고라니,1
2010,남해제1지선,고라니,1
2010,서천공주선,고라니,1
2010,광주대구선,족제비,1
2010,중부내륙선,고라니,1
2010,중앙선,멧토끼,1
2010,서천공주선,고라니,3
2010,광주대구선,너구리,1
2010,서해안선,고라니,1
2010,서해안선,너구리,1
2010,청주상주선,고라니,1
2010,서해안선,고라니,1
2010,당진대전선,고라니,1
2010,동해선,고라니,1
2010,광주대구선,고라니,1
2010,서해안선,고라니,1
2010,청주상주선,고라니,1
2010,통영대전선/중부선,고라니,1
2010,고창담양선,삵,1
2010,무안광주선,삵,1
2010,서해안선,고라니,1
2010,청주상주선,너구리,1
2010,통영대전선/중부선,고라니,1
2010,중앙선,고라니,1
2010,무안광주선,고라니,1
2010,광주대구선,고라니,1
